source	target	strength
T00759	R66551	0.98
T00759	R42332	0.98
T00759	R42333	0.98
T00759	R42334	0.98
T00759	R42335	0.98
T00759	R42336	0.98
T00759	R42337	0.98
T00759	R31159	0.98
T00759	R19517	0.98
T00759	R20712	0.98
T00759	R61222	0.98
T00759	R11274	0.98
T00759	R59632	0.98
T00759	R25012	0.98
T00759	R57688	0.98
T00759	R38124	0.98
T00759	R68948	0.98
T00759	R21729	0.98
T00759	R38763	0.98
T00759	R39533	0.98
T00759	R57192	0.98
T00759	R61023	0.98
T00759	R34155	0.98
T00759	R57933	0.98
T00759	R61526	0.98
T00759	R61529	0.98
T00759	R28135	0.98
T00759	R22167	0.98
T00759	R22168	0.98
T00759	R22169	0.98
T00759	R22170	0.98
T00759	R24712	0.98
T00759	R25831	0.98
T00759	R25833	0.98
T00759	R27277	0.98
T00759	R63946	0.98
T00759	R20706	0.98
T00759	R61678	0.98
T00759	R68300	0.98
T00759	R68302	0.98
T00759	R68303	0.98
T00759	R68304	0.98
T00759	R38665	0.98
T00759	R38166	0.98
T00759	R20710	0.98
T00759	R20752	0.98
T00759	R40980	0.98
T00759	R41244	0.98
T00759	R38915	0.98
T00759	R41262	0.98
T00759	R41263	0.98
T00759	R18485	0.98
T00759	R37946	0.98
T00759	R25877	0.98
T00759	R34052	0.98
T00759	R19540	0.98
T00759	R63162	0.98
T00759	R24189	0.98
T00759	R21098	0.98
T00759	R21102	0.98
T00759	R21104	0.98
T00759	R21105	0.98
T00759	R21107	0.98
T00759	R21109	0.98
T00759	R59467	0.98
T00759	R14638	0.98
T00759	R21075	0.98
T00759	R26653	0.98
T00759	R37138	0.98
T00759	R37139	0.98
T00759	R60153	0.98
T00759	R57017	0.98
T00759	R64867	0.98
T00759	R12757	0.98
T00759	R12758	0.98
T00759	R36402	0.98
T00759	R16222	0.98
T00759	R16218	0.98
T00759	R16219	0.98
T00759	R68439	0.98
T00759	R68444	0.98
T00759	R25563	0.98
T00759	R29455	0.98
T00759	R32800	0.98
T00759	R39403	0.98
T00759	R35956	0.98
T00759	R26593	0.98
T00759	R69664	0.98
T00759	R37315	0.98
T00759	R37316	0.98
T00759	R64802	0.98
T00759	R39237	0.98
T00759	R14428	0.98
T00759	R66293	0.98
T00759	R42067	0.98
T00759	R42068	0.98
T00759	R42069	0.98
T00759	R42071	0.98
T00759	R64030	0.98
T00759	R66671	0.98
T00759	R35030	0.98
T00759	R65561	0.98
T00759	R66503	0.98
T00759	R23461	0.98
T00759	R16224	0.98
T00759	R16225	0.98
T00759	R36506	0.98
T00759	R32253	0.98
T00759	R04375	0.98
T00759	R04376	0.98
T00759	R10055	0.98
T00759	R61223	0.98
T00759	R23734	0.98
T00759	R26794	0.98
T00759	R20774	0.98
T00759	R33478	0.98
T00759	R33479	0.98
T00759	R33480	0.98
T00759	R61305	0.98
T00759	R25516	0.98
T00759	R25520	0.98
T00759	R26266	0.98
T00759	R31794	0.98
T00759	R31796	0.98
T00759	R29790	0.98
T00759	R25544	0.98
T00759	R25545	0.98
T00759	R25546	0.98
T00759	R59008	0.98
T00759	R59747	0.98
T00759	R35060	0.98
T00759	R35061	0.98
T00759	R25786	0.98
T00759	R34534	0.98
T00759	R39251	0.98
T00759	R40974	0.98
T00759	R62765	0.98
T00759	R62769	0.98
T00759	R27095	0.98
T00759	R27097	0.98
T00759	R27099	0.98
T00759	R27529	0.98
T00759	R28974	0.98
T00759	R65154	0.98
T00759	R67061	0.98
T00759	R31520	0.98
T00759	R31521	0.98
T00759	R18722	0.98
T00759	R18724	0.98
T00759	R27440	0.98
T00759	R27444	0.98
T00759	R41499	0.98
T00759	R68288	0.98
T00759	R41746	0.98
T00759	R38776	0.98
T00759	R68575	0.98
T00759	R21195	0.98
T00759	R28315	0.98
T00759	R28316	0.98
T00759	R28317	0.98
T00759	R00224	0.98
T00759	R24114	0.98
T00759	R29833	0.98
T00759	R32597	0.98
T00759	R20418	0.98
T00759	R20422	0.98
T00759	R37624	0.98
T00759	R37625	0.98
T00759	R37630	0.98
T00759	R56801	0.98
T00759	R56802	0.98
T00759	R67577	0.98
T00759	R33795	0.98
T00759	R27564	0.98
T00759	R27565	0.98
T00759	R34182	0.98
T00759	R32638	0.98
T00759	R03189	0.98
T00759	R26331	0.98
T00759	R16925	0.98
T00759	R16927	0.98
T00759	R28273	0.98
T00759	R28274	0.98
T00759	R28275	0.98
T00759	R61136	0.98
T00759	R58805	0.98
T00759	R68588	0.98
T00759	R04883	0.98
T00759	R20180	0.98
T00759	R20181	0.98
T00759	R38424	0.98
T00759	R38425	0.98
T00759	R38426	0.98
T00759	R38427	0.98
T00759	R68662	0.98
T00759	R04930	0.98
T00759	R41196	0.98
T00759	R04355	0.98
T00759	R68721	0.98
T00759	R25507	0.98
T00759	R25509	0.98
T00759	R25510	0.98
T00759	R20673	0.98
T00759	R33943	0.98
T00759	R33945	0.98
T00759	R02717	0.98
T00759	R28588	0.98
T00759	R19626	0.98
T00759	R19627	0.98
T00759	R19629	0.98
T00759	R23370	0.98
T00759	R23371	0.98
T00759	R23372	0.98
T00759	R23373	0.98
T00759	R21122	0.98
T00759	R21371	0.98
T00759	R21372	0.98
T00759	R21376	0.98
T00759	R31947	0.98
T00759	R31948	0.98
T00759	R31949	0.98
T00759	R31950	0.98
T00759	R31951	0.98
T00759	R31952	0.98
T00759	R31953	0.98
T00759	R32259	0.98
T00759	R32260	0.98
T00759	R37152	0.98
T00759	R19586	0.98
T00759	R26042	0.98
T00759	R22932	0.98
T00759	R14556	0.98
T00759	R42428	0.98
T00759	R25952	0.98
T00759	R32782	0.98
T00759	R09522	0.98
T00759	R66251	0.98
T00759	R08813	0.98
T00759	R30299	0.98
T00759	R39163	0.98
T00759	R39164	0.98
T00759	R39165	0.98
T00759	R26525	0.98
T00759	R36863	0.98
T00759	R28963	0.98
T00759	R28964	0.98
T00759	R28965	0.98
T00759	R35022	0.98
T00759	R55735	0.98
T00759	R00287	0.98
T00759	R37600	0.98
T00759	R16909	0.98
T00759	R16910	0.98
T00759	R35203	0.98
T00759	R35204	0.98
T00759	R35206	0.98
T00759	R35207	0.98
T00759	R60550	0.98
T00759	R21230	0.98
T00759	R21234	0.98
T00759	R18806	0.98
T00759	R33418	0.98
T00759	R00374	0.98
T00759	R00377	0.98
T00759	R00378	0.98
T00759	R00381	0.98
T00759	R17116	0.98
T00759	R37948	0.98
T00759	R38702	0.98
T00759	R26620	0.98
T00759	R24289	0.98
T00759	R24292	0.98
T00759	R38489	0.98
T00759	R38490	0.98
T00759	R38491	0.98
T00759	R38492	0.98
T00759	R61831	0.98
T00759	R29554	0.98
T00759	R29555	0.98
T00759	R04932	0.98
T00759	R08149	0.98
T00759	R24276	0.98
T00759	R21056	0.98
T00759	R24971	0.98
T00759	R69542	0.98
T00759	R23290	0.98
T00759	R26908	0.98
T00759	R28620	0.98
T00759	R28623	0.98
T00759	R28625	0.98
T00759	R38272	0.98
T00759	R21684	0.98
T00759	R20535	0.98
T00759	R20536	0.98
T00759	R20978	0.98
T00759	R20979	0.98
T00759	R20980	0.98
T00759	R32151	0.98
T00759	R32152	0.98
T00759	R32155	0.98
T00759	R32163	0.98
T00759	R56652	0.98
T00759	R32183	0.98
T00759	R32184	0.98
T00759	R63766	0.98
T00759	R28568	0.98
T00759	R32577	0.98
T00759	R32579	0.98
T00759	R69153	0.98
T00759	R69155	0.98
T00759	R22315	0.98
T00759	R42330	0.98
T00759	R24696	0.98
T00759	R24697	0.98
T00759	R17193	0.98
T00759	R17194	0.98
T00759	R33189	0.98
T00759	R37212	0.98
T00759	R24239	0.98
T00759	R24502	0.98
T00759	R36316	0.98
T00759	R36318	0.98
T00759	R56621	0.98
T00759	R64036	0.98
T00759	R21565	0.98
T00759	R04034	0.98
T00759	R20498	0.98
T00759	R20501	0.98
T00759	R20503	0.98
T00759	R35320	0.98
T00759	R30359	0.98
T00759	R41979	0.98
T00759	R25779	0.98
T00759	R14539	0.98
T00759	R68293	0.98
T00759	R68294	0.98
T00759	R63806	0.98
T00759	R66143	0.98
T00759	R65890	0.98
T00759	R42300	0.98
T00759	R42301	0.98
T00759	R42302	0.98
T00759	R42304	0.98
T00759	R60796	0.98
T00759	R57698	0.98
T00759	R68463	0.98
T00759	R04688	0.98
T00759	R31814	0.98
T00759	R37384	0.98
T00759	R37385	0.98
T00759	R60800	0.98
T00759	R61926	0.98
T00759	R19132	0.98
T00759	R59724	0.98
T00759	R59727	0.98
T00759	R31957	0.98
T00759	R32746	0.98
T00759	R29781	0.98
T00759	R04124	0.98
T00759	R31040	0.98
T00759	R38391	0.98
T00759	R02599	0.98
T00759	R02621	0.98
T00759	R04195	0.98
T00759	R00610	0.98
T00759	R14729	0.98
T00759	R39362	0.98
T00759	R39363	0.98
T00759	R16615	0.98
T00759	R33647	0.98
T00759	R34186	0.98
T00759	R34187	0.98
T00759	R34188	0.98
T00759	R34189	0.98
T00759	R33996	0.98
T00759	R62854	0.98
T00759	R42460	0.98
T00759	R21049	0.98
T00759	R08207	0.98
T00759	R02444	0.98
T00759	R02446	0.98
T00759	R19625	0.98
T00759	R19632	0.98
T00759	R19634	0.98
T00759	R19637	0.98
T00759	R19714	0.98
T00759	R19715	0.98
T00759	R33573	0.98
T00759	R65116	0.98
T00759	R60689	0.98
T00759	R60732	0.98
T00759	R37796	0.98
T00759	R37801	0.98
T00759	R29883	0.98
T00759	R16622	0.98
T00759	R16623	0.98
T00759	R16625	0.98
T00759	R16626	0.98
T00759	R20195	0.98
T00759	R20196	0.98
T00759	R20198	0.98
T00759	R30127	0.98
T00759	R35685	0.98
T00759	R00565	0.98
T00759	R00570	0.98
T00759	R31962	0.98
T00759	R27201	0.98
T00759	R27202	0.98
T00759	R26691	0.98
T00759	R35520	0.98
T00759	R24869	0.98
T00759	R34650	0.98
T00759	R16052	0.98
T00759	R29780	0.98
T00759	R09461	0.98
T00759	R13050	0.98
T00759	R66381	0.98
T00759	R66413	0.98
T00759	R22691	0.98
T00759	R22692	0.98
T00759	R20479	0.98
T00759	R20480	0.98
T00759	R20481	0.98
T00759	R31201	0.98
T00759	R01305	0.98
T00759	R01306	0.98
T00759	R01307	0.98
T00759	R01308	0.98
T00759	R01309	0.98
T00759	R01310	0.98
T00759	R34959	0.98
T00759	R34960	0.98
T00759	R34961	0.98
T00759	R42316	0.98
T00759	R27538	0.98
T00759	R31442	0.98
T00759	R19699	0.98
T00759	R19700	0.98
T00759	R14218	0.98
T00759	R31855	0.98
T00759	R13304	0.98
T00759	R61275	0.98
T00759	R21580	0.98
T00759	R21582	0.98
T00759	R21584	0.98
T00759	R63046	0.98
T00759	R24761	0.98
T00759	R25524	0.98
T00759	R24202	0.98
T00759	R66983	0.98
T00759	R30539	0.98
T00759	R32018	0.98
T00759	R38942	0.98
T00759	R42331	0.98
T00759	R64615	0.98
T00759	R64616	0.98
T00759	R14518	0.98
T00759	R29740	0.98
T00759	R34804	0.98
T00759	R29617	0.98
T00759	R19563	0.98
T00759	R36232	0.98
T00759	R24136	0.98
T00759	R31918	0.98
T00759	R63074	0.98
T00759	R27194	0.98
T00759	R64363	0.98
T00759	R34431	0.98
T00759	R34437	0.98
T00759	R21652	0.98
T00759	R03287	0.98
T00759	R21655	0.98
T00759	R24864	0.98
T00759	R27620	0.98
T00759	R61029	0.98
T00759	R19551	0.98
T00759	R24121	0.98
T00759	R66985	0.98
T00759	R23637	0.98
T00759	R35501	0.98
T00759	R35505	0.98
T00759	R25564	0.98
T00759	R25567	0.98
T00759	R39361	0.98
T00759	R21680	0.98
T00759	R61430	0.98
T00759	R31017	0.98
T00759	R58140	0.98
T00759	R30410	0.98
T00759	R23752	0.98
T00759	R21257	0.98
T00759	R21259	0.98
T00759	R41575	0.98
T00759	R41577	0.98
T00759	R41579	0.98
T00759	R04674	0.98
T00759	R29183	0.98
T00759	R31608	0.98
T00759	R39388	0.98
T00759	R14726	0.98
T00759	R22311	0.98
T00759	R00955	0.98
T00759	R04915	0.98
T00759	R67136	0.98
T00759	R40967	0.98
T00759	R68570	0.98
T00759	R27198	0.98
T00759	R33450	0.98
T00759	R36020	0.98
T00759	R37053	0.98
T00759	R42150	0.98
T00759	R60936	0.98
T00759	R19536	0.98
T00759	R27684	0.98
T00759	R12769	0.98
T00759	R16614	0.98
T00759	R55756	0.98
T00759	R33778	0.98
T00759	R37561	0.98
T00759	R37562	0.98
T00759	R37563	0.98
T00759	R57783	0.98
T00759	R04966	0.98
T00759	R39277	0.98
T00759	R32325	0.98
T00759	R20744	0.98
T00759	R35135	0.98
T00759	R35136	0.98
T00759	R60805	0.98
T00759	R41342	0.98
T00759	R22802	0.98
T00759	R22803	0.98
T00759	R23757	0.98
T00759	R42117	0.98
T00759	R63994	0.98
T00759	R63996	0.98
T00759	R14779	0.98
T00759	R32346	0.98
T00759	R09492	0.98
T00759	R40153	0.98
T00759	R62009	0.98
T00759	R56054	0.98
T00759	R63870	0.98
T00759	R29728	0.98
T00759	R56090	0.98
T00759	R26401	0.98
T00759	R21703	0.98
T00759	R21706	0.98
T00759	R24878	0.98
T00759	R25821	0.98
T00759	R68812	0.98
T00759	R35960	0.98
T00759	R22795	0.98
T00759	R22796	0.98
T00759	R22797	0.98
T00759	R22798	0.98
T00759	R15702	0.98
T00759	R15704	0.98
T00759	R15730	0.98
T00759	R15731	0.98
T00759	R15732	0.98
T00759	R31210	0.98
T00759	R58804	0.98
T00759	R58817	0.98
T00759	R39425	0.98
T00759	R39428	0.98
T00759	R39430	0.98
T00759	R31850	0.98
T00759	R38326	0.98
T00759	R60595	0.98
T00759	R60596	0.98
T00759	R60598	0.98
T00759	R25790	0.98
T00759	R42081	0.98
T00759	R42088	0.98
T00759	R20808	0.98
T00759	R35366	0.98
T00759	R33542	0.98
T00759	R36819	0.98
T00759	R31644	0.98
T00759	R31646	0.98
T00759	R20255	0.98
T00759	R33214	0.98
T00759	R37074	0.98
T00759	R59369	0.98
T00759	R32795	0.98
T00759	R66492	0.98
T00759	R56490	0.98
T00759	R60648	0.98
T00759	R60649	0.98
T00759	R63528	0.98
T00759	R57993	0.98
T00759	R20640	0.98
T00759	R37192	0.98
T00759	R37194	0.98
T00759	R37195	0.98
T00759	R38233	0.98
T00759	R38234	0.98
T00759	R33922	0.98
T00759	R65117	0.98
T00759	R36327	0.98
T00759	R26479	0.98
T00759	R28372	0.98
T00759	R34858	0.98
T00759	R32084	0.98
T00759	R40109	0.98
T00759	R22278	0.98
T00759	R62918	0.98
T00759	R31944	0.98
T00759	R31945	0.98
T00759	R01039	0.98
T00759	R56658	0.98
T00759	R59052	0.98
T00759	R65695	0.98
T00759	R20699	0.98
T00759	R30665	0.98
T00759	R33754	0.98
T00759	R33755	0.98
T00759	R33756	0.98
T00759	R42182	0.98
T00759	R21734	0.98
T00759	R21735	0.98
T00759	R21736	0.98
T00759	R32791	0.98
T00759	R39170	0.98
T00759	R39174	0.98
T00759	R25404	0.98
T00759	R25409	0.98
T00759	R25410	0.98
T00759	R25416	0.98
T00759	R32965	0.98
T00759	R33229	0.98
T00759	R35572	0.98
T00759	R68160	0.98
T00759	R20845	0.98
T00759	R20848	0.98
T00759	R16942	0.98
T00759	R16943	0.98
T00759	R34606	0.98
T00759	R30145	0.98
T00759	R30151	0.98
T00759	R26226	0.98
T00759	R59913	0.98
T00759	R69975	0.98
T00759	R04621	0.98
T00759	R19641	0.98
T00759	R19658	0.98
T00759	R19659	0.98
T00759	R24884	0.98
T00759	R24888	0.98
T00759	R24890	0.98
T00759	R28610	0.98
T00759	R22373	0.98
T00759	R64238	0.98
T00759	R64239	0.98
T00759	R66761	0.98
T00759	R66763	0.98
T00759	R66764	0.98
T00759	R31273	0.98
T00759	R39376	0.98
T00759	R39377	0.98
T00759	R39378	0.98
T00759	R34195	0.98
T00759	R34196	0.98
T00759	R34197	0.98
T00759	R38730	0.98
T00759	R38731	0.98
T00759	R21715	0.98
T00759	R21716	0.98
T00759	R21720	0.98
T00759	R16936	0.98
T00759	R16937	0.98
T00759	R39556	0.98
T00759	R39560	0.98
T00759	R39561	0.98
T00759	R39563	0.98
T00759	R39564	0.98
T00759	R36729	0.98
T00759	R36730	0.98
T00759	R40290	0.98
T00759	R40291	0.98
T00759	R03868	0.98
T00759	R65659	0.98
T00759	R65661	0.98
T00759	R16212	0.98
T00759	R15112	0.98
T00759	R15113	0.98
T00759	R33337	0.98
T00759	R65933	0.98
T00759	R37114	0.98
T00759	R37115	0.98
T00759	R37116	0.98
T00759	R25800	0.98
T00759	R02026	0.98
T00759	R02027	0.98
T00759	R02029	0.98
T00759	R20654	0.98
T00759	R20655	0.98
T00759	R20659	0.98
T00759	R39273	0.98
T00759	R56043	0.98
T00759	R36399	0.98
T00759	R36400	0.98
T00759	R33863	0.98
T00759	R33866	0.98
T00759	R33871	0.98
T00759	R38996	0.98
T00759	R66824	0.98
T00759	R40614	0.98
T00759	R60513	0.98
T00759	R61616	0.98
T00759	R61617	0.98
T00759	R27233	0.98
T00759	R27234	0.98
T00759	R33429	0.98
T00759	R16683	0.98
T00759	R16684	0.98
T00759	R31367	0.98
T00759	R34095	0.98
T00759	R34096	0.98
T00759	R21391	0.98
T00759	R21392	0.98
T00759	R42480	0.98
T00759	R39358	0.98
T00759	R39359	0.98
T00759	R29122	0.98
T00759	R29123	0.98
T00759	R42147	0.98
T00759	R34807	0.98
T00759	R32358	0.98
T00759	R37329	0.98
T00759	R37331	0.98
T00759	R37332	0.98
T00759	R61327	0.98
T00759	R68646	0.98
T00759	R04897	0.98
T00759	R26321	0.98
T00759	R27023	0.98
T00759	R27024	0.98
T00759	R27027	0.98
T00759	R27029	0.98
T00759	R60583	0.98
T00759	R60586	0.98
T00759	R57069	0.98
T00759	R31637	0.98
T00759	R31638	0.98
T00759	R25126	0.98
T00759	R39239	0.98
T00759	R37093	0.98
T00759	R15707	0.98
T00759	R20400	0.98
T00759	R31292	0.98
T00759	R31410	0.98
T00759	R34358	0.98
T00759	R32171	0.98
T00759	R57711	0.98
T00759	R69948	0.98
T00759	R69949	0.98
T00759	R41189	0.98
T00759	R38963	0.98
T00759	R38964	0.98
T00759	R38965	0.98
T00759	R27118	0.98
T00759	R39258	0.98
T00759	R37633	0.98
T00759	R37635	0.98
T00759	R37639	0.98
T00759	R37647	0.98
T00759	R59176	0.98
T00759	R37286	0.98
T00759	R62222	0.98
T00759	R62223	0.98
T00759	R62224	0.98
T00759	R67501	0.98
T00759	R67502	0.98
T00759	R67503	0.98
T00759	R57903	0.98
T00759	R57904	0.98
T00759	R68680	0.98
T00759	R26631	0.98
T00759	R31841	0.98
T00759	R35600	0.98
T00759	R34035	0.98
T00759	R62170	0.98
T00759	R62171	0.98
T00759	R62178	0.98
T00759	R21660	0.98
T00759	R21661	0.98
T00759	R24977	0.98
T00759	R33155	0.98
T00759	R33156	0.98
T00759	R33157	0.98
T00759	R33158	0.98
T00759	R42450	0.98
T00759	R42451	0.98
T00759	R42452	0.98
T00759	R21348	0.98
T00759	R21349	0.98
T00759	R21350	0.98
T00759	R21351	0.98
T00759	R39189	0.98
T00759	R39191	0.98
T00759	R36608	0.98
T00759	R14805	0.98
T00759	R14806	0.98
T00759	R14807	0.98
T00759	R60849	0.98
T00759	R38946	0.98
T00759	R38948	0.98
T00759	R38949	0.98
T00759	R16629	0.98
T00759	R42213	0.98
T00759	R66322	0.98
T00759	R66332	0.98
T00759	R65518	0.98
T00759	R20257	0.98
T00759	R37215	0.98
T00759	R56252	0.98
T00759	R56253	0.98
T00759	R21362	0.98
T00759	R24847	0.98
T00759	R30907	0.98
T00759	R30965	0.98
T00759	R21178	0.98
T00759	R20885	0.98
T00759	R67500	0.98
T00759	R04964	0.98
T00759	R04965	0.98
T00759	R42329	0.98
T00759	R30350	0.98
T00759	R31997	0.98
T00759	R29826	0.98
T00759	R29830	0.98
T00759	R29831	0.98
T00759	R41669	0.98
T00759	R30342	0.98
T00759	R16932	0.98
T00759	R65960	0.98
T00759	R65967	0.98
T00759	R65970	0.98
T00759	R33445	0.98
T00759	R17110	0.98
T00759	R56709	0.98
T00759	R56713	0.98
T00759	R56715	0.98
T00759	R56718	0.98
T00759	R35434	0.98
T00759	R66288	0.98
T00759	R66289	0.98
T00759	R01497	0.98
T00759	R01498	0.98
T00759	R01499	0.98
T00759	R25995	0.98
T00759	R25996	0.98
T00759	R42498	0.98
T00759	R42499	0.98
T00759	R65370	0.98
T00759	R65371	0.98
T00759	R65373	0.98
T00759	R65374	0.98
T00759	R65378	0.98
T00759	R65381	0.98
T00759	R65383	0.98
T00759	R21048	0.98
T00759	R27219	0.98
T00759	R27220	0.98
T00759	R26027	0.98
T00759	R58798	0.98
T00759	R28971	0.98
T00759	R32889	0.98
T00759	R26789	0.98
T00759	R66886	0.98
T00759	R66887	0.98
T00759	R21437	0.98
T00759	R03354	0.98
T00759	R32451	0.98
T00759	R09714	0.98
T00759	R60227	0.98
T00759	R60230	0.98
T00759	R60232	0.98
T00759	R68692	0.98
T00759	R13166	0.98
T00759	R37327	0.98
T00759	R37328	0.98
T00759	R61912	0.98
T00759	R30616	0.98
T00759	R39113	0.98
T00759	R30723	0.98
T00759	R30724	0.98
T00759	R33804	0.98
T00759	R29152	0.98
T00759	R29153	0.98
T00759	R21117	0.98
T00759	R21302	0.98
T00759	R21307	0.98
T00759	R21327	0.98
T00759	R34844	0.98
T00759	R33436	0.98
T00759	R32200	0.98
T00759	R20721	0.98
T00759	R56438	0.98
T00759	R68794	0.98
T00759	R68797	0.98
T00759	R68801	0.98
T00759	R68810	0.98
T00759	R36677	0.98
T00759	R66691	0.98
T00759	R38552	0.98
T00759	R58723	0.98
T00759	R58726	0.98
T00759	R30899	0.98
T00759	R30900	0.98
T00759	R30901	0.98
T00759	R56965	0.98
T00759	R27429	0.98
T00759	R27430	0.98
T00759	R27431	0.98
T00759	R27432	0.98
T00759	R55952	0.98
T00759	R62540	0.98
T00759	R65197	0.98
T00759	R66429	0.98
T00759	R38296	0.98
T00759	R38299	0.98
T00759	R27272	0.98
T00759	R24611	0.98
T00759	R24636	0.98
T00759	R27452	0.98
T00759	R24455	0.98
T00759	R24457	0.98
T00759	R24459	0.98
T00759	R31836	0.98
T00759	R31837	0.98
T00759	R25495	0.98
T00759	R37320	0.98
T00759	R37322	0.98
T00759	R29407	0.98
T00759	R42191	0.98
T00759	R42196	0.98
T00759	R17187	0.98
T00759	R17188	0.98
T00759	R60955	0.98
T00759	R21788	0.98
T00759	R37780	0.98
T00759	R29142	0.98
T00759	R16967	0.98
T00759	R21258	0.98
T00759	R16933	0.98
T00759	R37883	0.98
T00759	R16952	0.98
T00759	R16953	0.98
T00759	R25848	0.98
T00759	R25281	0.98
T00759	R18684	0.98
T00759	R24204	0.98
T00759	R24205	0.98
T00759	R31011	0.98
T00759	R14485	0.98
T00759	R60766	0.98
T00759	R24981	0.98
T00759	R24983	0.98
T00759	R28603	0.98
T00759	R28604	0.98
T00759	R29666	0.98
T00759	R38375	0.98
T00759	R67135	0.98
T00759	R67137	0.98
T00759	R42027	0.98
T00759	R42028	0.98
T00759	R42029	0.98
T00759	R60018	0.98
T00759	R60019	0.98
T00759	R41904	0.98
T00759	R41905	0.98
T00759	R26905	0.98
T00759	R22519	0.98
T00759	R55790	0.98
T00759	R39903	0.98
T00759	R31058	0.98
T00759	R31060	0.98
T00759	R31063	0.98
T00759	R57219	0.98
T00759	R58334	0.98
T00759	R42077	0.98
T00759	R42078	0.98
T00759	R42079	0.98
T00759	R29001	0.98
T00759	R29002	0.98
T00759	R20816	0.98
T00759	R20817	0.98
T00759	R20823	0.98
T00759	R35071	0.98
T00759	R61062	0.98
T00759	R61063	0.98
T00759	R18822	0.98
T00759	R18824	0.98
T00759	R22196	0.98
T00759	R25718	0.98
T00759	R35480	0.98
T00759	R35482	0.98
T00759	R36889	0.98
T00759	R37282	0.98
T00759	R16956	0.98
T00759	R16958	0.98
T00759	R16959	0.98
T00759	R19682	0.98
T00759	R62333	0.98
T00759	R36811	0.98
T00759	R61570	0.98
T00759	R41798	0.98
T00759	R41799	0.98
T00759	R41800	0.98
T00759	R01729	0.98
T00759	R04756	0.98
T00759	R32296	0.98
T00759	R39084	0.98
T00759	R39085	0.98
T00759	R39089	0.98
T00759	R16954	0.98
T00759	R17082	0.98
T00759	R17083	0.98
T00759	R17102	0.98
T00759	R36174	0.98
T00759	R21429	0.98
T00759	R21671	0.98
T00759	R14798	0.98
T00759	R41314	0.98
T00759	R62610	0.98
T00759	R08667	0.98
T00759	R08671	0.98
T00759	R08674	0.98
T00759	R08675	0.98
T00759	R08676	0.98
T00759	R08677	0.98
T00759	R24252	0.98
T00759	R62986	0.98
T00759	R29141	0.98
T00759	R33440	0.98
T00759	R32784	0.98
T00759	R60758	0.98
T00759	R61067	0.98
T00759	R61068	0.98
T00759	R68623	0.98
T00759	R68624	0.98
T00759	R37898	0.98
T00759	R29726	0.98
T00759	R22331	0.98
T00759	R29806	0.98
T00759	R32172	0.98
T00759	R32173	0.98
T00759	R32174	0.98
T00759	R14423	0.98
T00759	R14622	0.98
T00759	R55817	0.98
T00759	R39368	0.98
T00759	R25419	0.98
T00759	R31998	0.98
T00759	R33091	0.98
T00759	R33093	0.98
T00759	R20618	0.98
T00759	R37077	0.98
T00759	R30992	0.98
T00759	R59699	0.98
T00759	R59702	0.98
T00759	R59703	0.98
T00759	R59704	0.98
T00759	R64608	0.98
T00759	R26982	0.98
T00759	R37301	0.98
T00759	R56723	0.98
T00759	R56724	0.98
T00759	R56725	0.98
T00759	R69502	0.98
T00759	R69503	0.98
T00759	R69504	0.98
T00759	R69505	0.98
T00759	R69506	0.98
T00759	R69507	0.98
T00759	R34665	0.98
T00759	R34667	0.98
T00759	R34668	0.98
T00759	R36214	0.98
T00759	R34242	0.98
T00759	R26459	0.98
T00759	R32202	0.98
T00759	R57910	0.98
T00759	R21605	0.98
T00759	R21606	0.98
T00759	R21607	0.98
T00759	R24092	0.98
T00759	R68632	0.98
T00759	R19433	0.98
T00759	R19434	0.98
T00759	R19464	0.98
T00759	R19435	0.98
T00759	R34661	0.98
T00759	R21641	0.98
T00759	R21644	0.98
T00759	R61101	0.98
T00759	R60782	0.98
T00759	R66921	0.98
T00759	R39638	0.98
T00759	R39639	0.98
T00759	R39640	0.98
T00759	R61234	0.98
T00759	R41282	0.98
T00759	R65162	0.98
T00759	R70311	0.98
T00759	R70311	0.98
T00759	R70316	0.98
T00759	R70316	0.98
T00759	R00816	0.98
T00759	R00817	0.98
T00759	R00818	0.98
T00759	R00819	0.98
T00759	R00821	0.98
T00759	R24093	0.98
T00759	R00823	0.98
T00759	R00825	0.98
T00759	R00826	0.98
T00759	R03991	0.98
T00759	R04456	0.98
T00759	R04852	0.98
T00759	R38108	0.98
T00759	R38118	0.98
T00759	R32458	0.98
T00759	R21068	0.98
T00759	R18661	0.98
T00759	R36472	0.98
T00759	R13276	0.98
T00759	R38250	0.98
T00759	R25988	0.98
T00759	R11186	0.98
T00759	R25789	0.98
T00759	R03475	0.98
T00759	R26365	0.98
T00759	R26284	0.98
T00759	R25225	0.98
T00759	R58990	0.98
T00759	R21381	0.98
T00759	R56004	0.98
T00759	R56005	0.98
T00759	R56006	0.98
T00759	R56007	0.98
T00759	R56008	0.98
T00759	R56009	0.98
T00759	R56010	0.98
T00759	R56011	0.98
T00759	R56012	0.98
T00759	R56013	0.98
T00759	R41686	0.98
T00759	R01927	0.98
T00759	R29821	0.98
T00759	R25253	0.98
T00759	R29099	0.98
T00759	R02891	0.98
T00759	R16571	0.98
T00759	R16573	0.98
T00759	R23126	0.98
T00759	R23127	0.98
T00759	R30137	0.98
T00759	R30139	0.98
T00759	R30140	0.98
T00759	R63040	0.98
T00759	R25566	0.98
T00759	R25791	0.98
